f_28_4,640.0,650.0
f_25_5,640.0,650.0
f_22_6,640.0,650.0
f_19_7,640.0,650.0
b_13_0,650.0,670.0
b_15_3,650.0,670.0
b_16_4,650.0,670.0
b_17_5,650.0,670.0
b_18_6,650.0,670.0
b_19_7,650.0,670.0
b_14_1,660.0,680.0
b_15_2,670.0,690.0
b_16_3,670.0,690.0
f_29_4,670.0,680.0
f_26_5,670.0,680.0
f_23_6,670.0,680.0
f_20_7,670.0,680.0
b_14_0,680.0,700.0
b_17_4,680.0,700.0
b_18_5,680.0,700.0
b_19_6,680.0,700.0
b_20_7,680.0,700.0
b_15_1,690.0,710.0
b_16_2,690.0,710.0
b_17_3,700.0,720.0
f_30_4,700.0,710.0
f_27_5,700.0,710.0
f_24_6,700.0,710.0
f_21_7,700.0,710.0
b_15_0,710.0,730.0
b_16_1,710.0,730.0
b_18_4,710.0,730.0
b_19_5,710.0,730.0
b_20_6,710.0,730.0
b_21_7,710.0,730.0
b_17_2,720.0,740.0
b_16_0,730.0,750.0
b_18_3,730.0,750.0
f_31_4,730.0,740.0
f_28_5,730.0,740.0
f_25_6,730.0,740.0
f_22_7,730.0,740.0
b_17_1,740.0,760.0
b_19_4,740.0,760.0
b_20_5,740.0,760.0
b_21_6,740.0,760.0
b_22_7,740.0,760.0
b_18_2,750.0,770.0
b_17_0,760.0,780.0
b_19_3,760.0,780.0
b_20_4,760.0,780.0
f_29_5,760.0,770.0
f_26_6,760.0,770.0
f_23_7,760.0,770.0
b_18_1,770.0,790.0
b_21_5,770.0,790.0
b_22_6,770.0,790.0
b_23_7,770.0,790.0
b_19_2,780.0,800.0
b_20_3,780.0,800.0
b_18_0,790.0,810.0
b_21_4,790.0,810.0
f_30_5,790.0,800.0
f_27_6,790.0,800.0
f_24_7,790.0,800.0
b_19_1,800.0,820.0
b_20_2,800.0,820.0
b_22_5,800.0,820.0
b_23_6,800.0,820.0
b_24_7,800.0,820.0
b_21_3,810.0,830.0
b_19_0,820.0,840.0
b_20_1,820.0,840.0
b_22_4,820.0,840.0
f_31_5,820.0,830.0
f_28_6,820.0,830.0
f_25_7,820.0,830.0
b_21_2,830.0,850.0
b_23_5,830.0,850.0
b_24_6,830.0,850.0
b_25_7,830.0,850.0
b_20_0,840.0,860.0
b_22_3,840.0,860.0
b_21_1,850.0,870.0
b_23_4,850.0,870.0
b_24_5,850.0,870.0
f_29_6,850.0,860.0
f_26_7,850.0,860.0
b_22_2,860.0,880.0
b_25_6,860.0,880.0
b_26_7,860.0,880.0
b_21_0,870.0,890.0
b_23_3,870.0,890.0
b_24_4,870.0,890.0
b_22_1,880.0,900.0
b_25_5,880.0,900.0
f_30_6,880.0,890.0
f_27_7,880.0,890.0
b_23_2,890.0,910.0
b_24_3,890.0,910.0
b_26_6,890.0,910.0
b_27_7,890.0,910.0
b_22_0,900.0,920.0
b_25_4,900.0,920.0
b_23_1,910.0,930.0
b_24_2,910.0,930.0
b_26_5,910.0,930.0
f_31_6,910.0,920.0
f_28_7,910.0,920.0
b_25_3,920.0,940.0
b_27_6,920.0,940.0
b_28_7,920.0,940.0
b_23_0,930.0,950.0
b_24_1,930.0,950.0
b_26_4,930.0,950.0
b_25_2,940.0,960.0
b_27_5,940.0,960.0
b_28_6,940.0,960.0
f_29_7,940.0,950.0
b_24_0,950.0,970.0
b_26_3,950.0,970.0
b_29_7,950.0,970.0
b_25_1,960.0,980.0
b_27_4,960.0,980.0
b_28_5,960.0,980.0
b_26_2,970.0,990.0
b_29_6,970.0,990.0
f_30_7,970.0,980.0
b_25_0,980.0,1000.0
b_27_3,980.0,1000.0
b_28_4,980.0,1000.0
b_30_7,980.0,1000.0
b_26_1,990.0,1010.0
b_29_5,990.0,1010.0
b_27_2,1000.0,1020.0
b_28_3,1000.0,1020.0
b_30_6,1000.0,1020.0
f_31_7,1000.0,1010.0
b_26_0,1010.0,1030.0
b_29_4,1010.0,1030.0
b_31_7,1010.0,1030.0
b_27_1,1020.0,1040.0
b_28_2,1020.0,1040.0
b_30_5,1020.0,1040.0
b_29_3,1030.0,1050.0
b_31_6,1030.0,1050.0
b_27_0,1040.0,1060.0
b_28_1,1040.0,1060.0
b_30_4,1040.0,1060.0
b_29_2,1050.0,1070.0
b_31_5,1050.0,1070.0
b_28_0,1060.0,1080.0
b_30_3,1060.0,1080.0
b_29_1,1070.0,1090.0
b_31_4,1070.0,1090.0
b_30_2,1080.0,1100.0
b_29_0,1090.0,1110.0
b_31_3,1090.0,1110.0
b_30_1,1100.0,1120.0
b_31_2,1110.0,1130.0
b_30_0,1120.0,1140.0
b_31_1,1130.0,1150.0
b_31_0,1150.0,1170.0
